county map,county name,region,county type,elderly percentage,access to doctors,uninsured rate,diabetes rate,cardiovascular disease rate,poverty rate,african american population,hispanic population,covid risk index score,social vulnerability rank score,covid risk index,social vulnerability rank
19077, Guthrie  (IA) ,midwest,small city,very high elderly percentage,high access to doctors,very low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,low poverty rate,very low african american population,low hispanic population,0.403693,0.429215749,moderate covid risk index,low social vulnerability rank
51071, Giles  (VA) ,southeast,small city,high elderly percentage,high access to doctors,moderate uninsured rate,very high diabetes rate,low cardiovascular disease rate,low poverty rate,medium african american population,very low hispanic population,0.404011,0.439987265,moderate covid risk index,low social vulnerability rank
37055, Dare  (NC) ,southeast,rural,high elderly percentage,low access to doctors,high uninsured rate,low diabetes rate,low cardiovascular disease rate,very low poverty rate,medium african american population,high hispanic population,0.40433,0.406717606,moderate covid risk index,low social vulnerability rank
26139, Ottawa  (MI) ,midwest,suburban,very low elderly percentage,low access to doctors,very low uninsured rate,very low diabetes rate,low cardiovascular disease rate,very low poverty rate,medium african american population,high hispanic population,0.404648,0.405338003,moderate covid risk index,low social vulnerability rank
54083, Randolph  (WV) ,southeast,rural,high elderly percentage,very low access to doctors,low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,high poverty rate,medium african american population,very low hispanic population,0.404967,0.504404118,moderate covid risk index,moderate social vulnerability rank
47163, Sullivan  (TN) ,southeast,small city,high elderly percentage,very low access to doctors,moderate uninsured rate,high diabetes rate,moderate cardiovascular disease rate,high poverty rate,medium african american population,very low hispanic population,0.405285,0.485142736,moderate covid risk index,moderate social vulnerability rank
54047, McDowell  (WV) ,southeast,rural,high elderly percentage,very high access to doctors,moderate uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,high african american population,very low hispanic population,0.405603,0.524196116,moderate covid risk index,moderate social vulnerability rank
51147, Prince Edward  (VA) ,southeast,rural,low elderly percentage,low access to doctors,high uninsured rate,high diabetes rate,moderate cardiovascular disease rate,very high poverty rate,None,medium hispanic population,0.405922,0.504616364,moderate covid risk index,moderate social vulnerability rank
49041, Sevier  (UT) ,rockies,rural,low elderly percentage,moderate access to doctors,high uninsured rate,low diabetes rate,very low cardiovascular disease rate,low poverty rate,low african american population,medium hispanic population,0.40624,0.444391383,moderate covid risk index,low social vulnerability rank
18161, Union  (IN) ,midwest,suburban,moderate elderly percentage,very high access to doctors,moderate uninsured rate,very high diabetes rate,high cardiovascular disease rate,low poverty rate,very low african american population,very low hispanic population,0.406558,0.417701369,moderate covid risk index,low social vulnerability rank
39101, Marion  (OH) ,midwest,rural,low elderly percentage,high access to doctors,very low uninsured rate,very high diabetes rate,very high cardiovascular disease rate,high poverty rate,high african american population,low hispanic population,0.406877,0.413297251,moderate covid risk index,low social vulnerability rank
37119, Mecklenburg  (NC) ,southeast,urban,very low elderly percentage,very low access to doctors,high uninsured rate,low diabetes rate,low cardiovascular disease rate,low poverty rate,None,high hispanic population,0.407195,0.414517669,moderate covid risk index,low social vulnerability rank
35035, Otero  (NM) ,southwest,rural,low elderly percentage,high access to doctors,moderate uninsured rate,moderate diabetes rate,low cardiovascular disease rate,very high poverty rate,medium african american population,very high hispanic population,0.407514,0.50159185,moderate covid risk index,moderate social vulnerability rank
12009, Brevard  (FL) ,southeast,small city,very high elderly percentage,low access to doctors,high uninsured rate,moderate diabetes rate,high cardiovascular disease rate,low poverty rate,high african american population,high hispanic population,0.407832,0.406399236,moderate covid risk index,low social vulnerability rank
42125, Washington  (PA) ,northeast,suburban,high elderly percentage,very low access to doctors,very low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,very low poverty rate,medium african american population,very low hispanic population,0.40815,0.372174467,moderate covid risk index,low social vulnerability rank
22089, St. Charles  (LA) ,southeast,suburban,very low elderly percentage,high access to doctors,low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,low poverty rate,None,high hispanic population,0.408469,0.416268704,moderate covid risk index,low social vulnerability rank
55031, Douglas  (WI) ,midwest,small city,moderate elderly percentage,very high access to doctors,very low uninsured rate,very low diabetes rate,moderate cardiovascular disease rate,low poverty rate,medium african american population,very low hispanic population,0.408787,0.424334076,moderate covid risk index,low social vulnerability rank
15003, Honolulu  (HI) ,noncontiguous,small city,low elderly percentage,very low access to doctors,very low uninsured rate,moderate diabetes rate,very low cardiovascular disease rate,very low poverty rate,medium african american population,high hispanic population,0.409105,0.426934098,moderate covid risk index,low social vulnerability rank
54057, Mineral  (WV) ,southeast,small city,high elderly percentage,high access to doctors,low uninsured rate,high diabetes rate,high cardiovascular disease rate,moderate poverty rate,medium african american population,very low hispanic population,0.409424,0.505677597,moderate covid risk index,moderate social vulnerability rank
31105, Kimball  (NE) ,midwest,rural,very high elderly percentage,None,high uninsured rate,low diabetes rate,very low cardiovascular disease rate,low poverty rate,very low african american population,high hispanic population,0.409742,0.553380028,moderate covid risk index,high social vulnerability rank
27119, Polk  (MN) ,midwest,small city,moderate elderly percentage,moderate access to doctors,very low uninsured rate,low diabetes rate,low cardiovascular disease rate,low poverty rate,medium african american population,high hispanic population,0.41006,0.475273268,moderate covid risk index,moderate social vulnerability rank
17071, Henderson  (IL) ,midwest,rural,very high elderly percentage,None,low uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,low poverty rate,very low african american population,very low hispanic population,0.410379,0.397537939,moderate covid risk index,low social vulnerability rank
26017, Bay  (MI) ,midwest,small city,moderate elderly percentage,high access to doctors,very low uninsured rate,very low diabetes rate,very high cardiovascular disease rate,high poverty rate,medium african american population,medium hispanic population,0.410697,0.433248435,moderate covid risk index,low social vulnerability rank
